Salary
$96,808
$84,102
$78,658
$86,533
$22
$74,331
$111,750
$85,599
$84,563
$90,027
$93,783
$75,793
$111,321
$95,721
$131,967
$93,664
$77,813
$140,047
$103,274
$86,545
$62,118
$76,761
$73,323
$74,881
$99,133
$79,485
$110,000
$53,661
$92,050
$72,024
$63,101
$119,605
$98,846
$64,502
$90,188
$78,658
$27
$92,114
$64,288
$81,523
$87,974
$103,621
$86,108
$79,485
$82,452
$68,020
$80,076
$92,189
$46
$43
$88,506
$92,870
$95,318
$64,928
$92,400
$91,713
$95,318
$118,851
$69,726
$87,581
$55,928
$106,424
$92,849
$98,200
$87,963
$101,694
$98,200
$90,981
$90,981
$100,699
$105,502
$132,474
$69,472
$33
$78,735
$27
$85,599
$88,646
$77,446
$138,857
$103,941
$89,675
$131,814
$79,938
$96,945
$98,200
$118,279
$88,759
$95,318
$96,610
$92,754
$81,753
$69,331
$95,755
$86,332
$77,447
$86,310
$95,381
$71,997
$83,051
$77,793
$78,700
$69,960
$153,376
$115,500
$94,689
$75,808
$86,468
$86,468
$95,789
$111,380
$111,638
$111,724
$86,526
$90,326
$78,219
$98,372
$83,065
$63,385
$71,416
$79,682
$86,851
$84,579
$98,200
$79,679
$44
$86,749
$80,471
$75,366
$110,011
$74,698
$87,560
$89,154
$71,416
$92,415
$66,563
$85,843
$39
$74,977
$56
$80,076
$92,236
$94,226
$114,724
$77,851
$71,178
$76,695
$76,481
$116,507
$80,038
$91,156
$115,862
$74,274
$62,452
$87,094
$29
$84,580
$77,058
$99,000
$80,342
$91,713
$85,764
$71,719
$72,217
$83,481
$91,713
$76,388
$93,751
$87,637
$103,714
$81,025
$71,101
$79,870
$81,138
$89,165
$84,580
$71,287
$79,994
$76,994
$143,483
$116,038
$107,999
$56,838
$110,960
$92,732
$112,233
$91,791
$78,658
$90,167
$107,119
$95,789
$95,769
$68,090
$96,513
$41
$81,279
$117,612
$92,109
$94,676
$89,650
$128,145
$88,967
$90,167
$25
$87,248
$95,721
$79,129
$76,314
$142,151
$74,329
$69,021
$74,821
$31
$79,466
$73,171
$112,144
$69,107
$8,127
$87,052
$136,555
$76,983
$113,636
$98,560
$75,246
$102,073
$91,458
$98,181
$84,301
$78,312
$87,127
$98,200
$108,510
$84,401
$71,332
$72,885
$104,814
$42
$87,963
$104,336
$79,209
$79,683
$74,942
$6,464
$73,762
$123,189
$113,283
$95,320
$87,637
$85,379
$137,191
$91,571
$107,856
$44
$89,675
$123,539
$77,070
$88,237
$76,639
$111,380
$92,838
$100,318
$96,808
$56,087
$95,017
$95,380
$100,026
$30
$82,240
$82,542
$91,316
$138,588
$92,004
$83,412
$138,000
$112,094
$73,094
$34
$96,610
$93,751
$105,842
$73,743
$82,542
$81,264
$78,658
$81,630
$139,664
$83,561
$61,142
$57,832
$95,699
$39
$99,274
$94,443
$92,558
$93,241
$110,065
$95,631
$27
$101,903
$95,318
$99,625
$45
$79,877
$112,680
$88,973
$106,422
$79,485
$109,491
$85,589
$138,588
$91,378
$27
$121,117
$103,941
$106,789
$81,847
$127,493
$82,564
$93,134
$103,346
$75,149
$90,581
$91,584
$75,503
$27
$7,599
$138,177
$86,618
$96,223
$82,884
$70,895
$81,954
$83,561
$82,542
$162,510
$82,879
$99,727
$95,721
$59,669
$78,659
$106,998
$105,784
$47,082
$95,789
$90,184
$76,560
$86,526
$103,343
$89,680
$83,639
$90,685
$80,637
$88,401
$82,879
$78,658
$78,219
$37
$93,664
$99,114
$78,406
$130,207
$78,066
$36
$109,623
$89,129
$80,031
$77,339
$101,666
$94,025
$111,216
$80,383
$85,141
$93,649
$69,399
$102,170
$89,722
$95,789
$91,203
$92,552
$74,782
$78,804
$201,690
$120,037
$95,377
$86,437
$90,167
$81,062
$86,098
$75,006
$31
$99,781
$92,497
$23
$70,313
$132,474
$94,019
$175,839
$71,416
$107,806
$56
$50
$56,838
$71,416
$86,749
$97,017
$112,885
$95,269
$116,777
$89,908
$84,329
$59,514
$68,500
$88,370
$96,474
$85,940
$20
$89,999
$94,342
$97,507
$81,586
$109,731
$58,433
$87,637
$95,629
$95,721
$78,044
$138,203
$95,009
$95,381
$85,526
$80,671
$96,808
$76,560
$104,924
$82,923
$98,846
$70,066
$103,653
$71,667
$86,618
$96,309
$94,465
$93,442
$86,314
$95,381
$78,625
$103,017
$73,762
$78,625
$103,017
$73,762
$97,956
$57,133
$22
$95,017
$103,775
$100,061
$97,592
$84,406
$46
$95,789
$90,327
$106,998
$103,694
$101,180
$84,012
$82,384
$88,832
$72,172
$90,181
$95,585
$60,768
$72,641
$92,953
$93,751
$71,416
$95,789
$96,808
$95,546
$24
$111,216
$111,523
$130,694
$105,218
$66,237
$83,522
$64,718
$33
$111,629
$7,114
$98,799
$97,987
$67,138
$122,024
$87,022
$82,542
$95,330
$58
$84,758
$27
$118,688
$122,284
$33
$8,845
$72,845
$81,394
$78,726
$80,549
$68,697
$128,042
$79,054
$72,810
$113,397
$92,688
$69,515
$79,583
$67,520
$46
$78,208
$90,471
$137,275
$147,760
$74,094
$94,671
$89,860
$95,204
$57,629
$134,089
$65,465
$68,653
$104,353
$68,173
$93,000
$101,903
$88,146
$91,713
$88,875
$132,938
$103,906
$137,250
$83,319
$112,847
$101,828
$120,695
$152,855
$103,687
$103,855
$49
$59,954
$43
$66,730
$92,213
$98,337
$68,703
$85,862
$73,740
$111,562
$101,903
$29
$82,542
$63,476
$85,038
$88,951
$130,706
$85,936
$97,760
$105,126
$107,669
$107,669
$29
$89,484
$91,619
$76,269
$82,809
$96,405
$77,941
$78,669
$144,589
$106,128
$69,762
$95,783
$42
$115,984
$92,936
$103,170
$77,931
$61,142
$94,885
$91,713
$95,789
$103,507
$46
$76,427
$95,381
$75,721
$9,075
$94,535
$92,838
$80,758
$78,159
$17
$102,917
$69,924
$75,550
$132,503
$92,819
$131,964
$73,096
$76,560
$74,821
$93,751
$103,158
$71,185
$93,963
$80,097
$56,561
$81,859
$89,406
$89,675
$103,663
$109,919
$122,284
$74,984
$103,308
$86,081
$93,664
$112,525
$47
$101,027
$104,996
$139,055
$119,861
$95,554
$79,818
$107,740
$111,907
$119,687
$85,802
$98,217
$93,751
$65,896
$86,618
$69,830
$88,151
$84,985
$85,843
$86,146
$127,807
$74,925
$76,191
$95,318
$72,024
$113,443
$91,713
$115,475
$92,589
$91,903
$89,531
$89,675
$97,501
$112,094
$66,212
$74,362
$102,407
$87,036
$84,382
$102,132
$90,541
$90,541
$87,560
$98,846
$101,392
$67,868
$86,990
$45
$71,440
$105,753
$93,008
$104,310
$95,721
$94,988
$78,751
$108,142
$102,644
$54
$159,099
$30
$110,314
$90,911
$69,107
$89,675
$79,227
$93,160
$109,497
$112,094
$59
$85,987
$120,763
$88,656
$85,992
$70,244
$88,834
$70,601
$71,416
$126,832
$63,671
$61,694
$104,086
$82,130
$78,312
$88,577
$101,776
$28
$134,512
$95,222
$91,958
$86,526
$94,948
$90,777
$68,697
$65,436
$37
$109,262
$125,016
$60,996
$123,977
$80,093
$90,614
$91,805
$107,989
$74,604
$34
$87,941
$77,459
$34
$91,280
$91,945
$125,823
$88,666
$102,727
$99,466
$91,116
$84,112
$89,675
$65,237
$82,601
$41
$77,851
$96,425
$84,242
$113,883
$88,514
$102,058
$96,783
$72,291
$86,618
$70,348
$95,318
$42
$100,024
$92,180
$57,014
$88,146
$87,357
$112,667
$74,292
$129,363
$91,867
$147,394
$100,686
$90,345
$141,332
$74,942
$93,466
$86,618
$75,127
$106,324
$82,574
$70,601
$112,413
$37
$40
$88,332
$91,968
$111,259
$73,863
$86,618
$90,184
$111,321
$82,655
$101,631
$91,231
$124,828
$67,486
$71,332
$65,778
$68,697
$84,150
$84,320
$88,657
$45
$83,698
$62,452
$76,427
$88,535
$90,694
$78,366
$97,593
$137,569
$142,654
$140,606
$137,091
$84,853
$111,047
$81,545
$79,002
$66,237
$82,529
$108,993
$85,843
$70,358
$108,950
$76,686
$39
$46
$56
$74,942
$82,977
$74,744
$89,735
$86,284
$20
$75,408
$76,448
$88,385
$68,106
$94,410
$96,145
$88,656
$52
$141,848
$105,382
$66,424
$101,903
$116,123
$93,732
$93,664
$137,101
$106,202
$97,205
$42,230
$84,580
$85,810
$176,770
$67,921
$76,560
$97,227
$111,504
$23
$107,515
$86,618
$85,843
$75,379
$183,709
$80,095
$115,475
$109,135
$118,767
$88,625
$130,440
$133,839
$121,368
$89,681
$23
$72,892
$34
$88,874
$33
$50,660
$87,941
$81,859
$24
$98,337
$95,789
$136,032
$87,809
$152,515
$102,946
$86,332
$26
$77,220
$72,701
$67,094
$93,134
$75,515
$67,360
$106,532
$102,809
$75,002
$74,758
$81,981
$64
$108,000
$86,691
$42
$80,114
$70,036
$117,189
